,Unnamed: 0,사업장명,도로명전체주소,위도(WGS84),경도(WGS84),카카오_카테고리,카카오_링크,평점,영업시간,구글지도링크,비고_y,통합_전화번호,카테고리1,카테고리2,카테고리3,카테고리4,mon,tue,wed,thu,fri,sat,sun,hours_compact
3921,3921,카규,"충청남도 천안시 서북구 불당28길 26, 1층 (불당동)",36.811401788259666,127.1017487162726,"음식점 > 일식 > 돈까스,우동",http://place.map.kakao.com/1898244562,,,,,0502-5552-3918,일식,"돈까스,우동",,,,,,,,,,
3922,3922,다다익선병천순대국밥,"충청남도 천안시 서북구 성거읍 성거길 151, 1층",36.878444939402165,127.20388673248397,,,,,,,,,,,,,,,,,,,
3923,3923,동경성양꼬치훠궈,"충청남도 천안시 동남구 수곡1길 12-5, 2층 (신방동)",36.78960609121859,127.12752582156556,음식점 > 중식 > 양꼬치,http://place.map.kakao.com/2065134289,4.2,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=2222501921418321595,,041-579-8838,중식,양꼬치,,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
3924,3924,미소진,"충청남도 천안시 서북구 월봉로 95, 월봉청솔1단지아파트 상가동 1층 상가호 (쌍용동)",36.800195625710714,127.11677245332945,"음식점 > 일식 > 초밥,롤",http://place.map.kakao.com/2080375327,,,,,041-577-2335,일식,"초밥,롤",,,,,,,,,,
3925,3925,노란집,"충청남도 천안시 동남구 벌말2로 12, 1층 (유량동)",36.81248480015761,127.17577438772562,,,,,,,,,,,,,,,,,,,
3926,3926,수정식당,"충청남도 천안시 동남구 성남면 대흥1길 130, 1층",36.73078994934266,127.23252247213894,,,,,,,,,,,,,,,,,,,
3927,3927,상석,"충청남도 천안시 서북구 불당30길 42, 1층 (불당동)",36.81071173179469,127.10403896145078,음식점 > 일식,http://place.map.kakao.com/713953203,,,,,,일식,,,,,,,,,,,
3928,3928,코끼리족발,"충청남도 천안시 서북구 쌍용대로 278, 1층 (성정동)",36.82189427113278,127.13689074506748,"음식점 > 한식 > 육류,고기 > 족발,보쌈",http://place.map.kakao.com/1625181543,,,,,,한식,"육류,고기","족발,보쌈",,,,,,,,,
3929,3929,명성한식뷔페,"충청남도 천안시 서북구 2공단1로 17, 천안자이타워지식산업센터 본동 1층 162,163,164,165,166,167호 (성성동)",,,,,,,,,,,,,,,,,,,,,
3930,3930,상록손짜장,"충청남도 천안시 동남구 수신면 수신로 708, 1층",36.7517398959364,127.29306071853355,음식점 > 중식 > 중국요리,http://place.map.kakao.com/1247559413,,,https://maps.google.com/?cid=1565283061279378666,,041-558-9177,중식,중국요리,,,,,,,,,,
3931,3931,장군꼬들살전문점천안청당동본점,"충청남도 천안시 동남구 청수6로 35-92, 1층 (청당동)",36.78454016410501,127.15703678783548,음식점,http://place.map.kakao.com/586444138,4.5,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://maps.google.com/?cid=13170464205498068575,,,,,,,(월) Open 24 hours,(화) Open 24 hours,(수) Open 24 hours,(목) Open 24 hours,(금) Open 24 hours,(토) Open 24 hours,(일) Open 24 hours,"(월) Open 24 hours, (화) Open 24 hours, (수) Open 24 hours, (목) Open 24 hours, (금) Open 24 hours, (토) Open 24 hours, (일) Open 24 hours"
3932,3932,언덕뜰소반,"충청남도 천안시 서북구 성환읍 대학로 91, 남서울대학교 학생회관 6동 2층",36.9086330135282,127.1431947102692,,,,,,,,,,,,,,,,,,,
3933,3933,마라쿵푸,"충청남도 천안시 서북구 서부13길 2, 1층 (성정동)",36.82131092382102,127.13743332813252,,,,,,,,,,,,,,,,,,,
3934,3934,우월당,"충청남도 천안시 서북구 원두정10길 5, 진혁빌딩 1층 (두정동)",36.83347123748825,127.1346413311592,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/1836920778,,,,,041-562-0092,한식,"육류,고기",,,,,,,,,,
3935,3935,마땡킴,"충청남도 천안시 서북구 쌍용8길 26, 1층 (쌍용동)",36.80142763084962,127.12217131768772,,,,,,,,,,,,,,,,,,,
3936,3936,유가네양꼬치,"충청남도 천안시 서북구 부성3길 19, 1층 (두정동, 스카이빌)",36.834368295303655,127.1359630664567,음식점 > 중식 > 양꼬치,http://place.map.kakao.com/2043722752,,,,,041-551-8880,중식,양꼬치,,,,,,,,,,
3937,3937,야인,"충청남도 천안시 동남구 먹거리8길 40, 지하1층 (신부동)",36.81710825511739,127.15749695299866,음식점 > 술집,http://place.map.kakao.com/1634160343,,,,,,술집,,,,,,,,,,,
3938,3938,멀티푸드,"충청남도 천안시 서북구 원두정5길 17, 1층 (두정동, 하이빌)",36.8312652341793,127.13584769251555,,,,,https://maps.google.com/?cid=16237909860721964292,,,,,,,,,,,,,,
3939,3939,갑똘곱창,"충청남도 천안시 동남구 청당5로 38, 1층 (청당동)",36.78060312892212,127.15275511154285,음식점,http://place.map.kakao.com/855192670,,,,,,,,,,,,,,,,,
3940,3940,롤링파스타천안신불당점,"충청남도 천안시 서북구 불당21로 67-18, 1층 115호,116호 (불당동)",36.81405673996392,127.10853156948308,음식점 > 양식 > 이탈리안 > 롤링파스타,http://place.map.kakao.com/1339609836,4.2,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=16182968164703420723,,041-551-8247,양식,이탈리안,롤링파스타,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
3941,3941,송연가,"충청남도 천안시 동남구 성남면 신사대화로 134, 1,2층",36.74241531818342,127.23480958709038,음식점 > 한식,http://place.map.kakao.com/1910747158,,,,,,한식,,,,,,,,,,,
3942,3942,풍경돌판구이,"충청남도 천안시 동남구 충절로 167-1, 1층 (원성동)",36.80394177156147,127.1591603387993,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/2025666054,4.1,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",https://maps.google.com/?cid=16459803439962576620,,010-7580-7794,한식,"육류,고기",,,(월) 11:00~23:00,(화) 11:00~23:00,(수) 11:00~23:00,(목) 11:00~23:00,(금) 11:00~23:00,(토) 11:00~23:00,(일) 11:00~23:00,"(월) 11:00~23:00, (화) 11:00~23:00, (수) 11:00~23:00, (목) 11:00~23:00, (금) 11:00~23:00, (토) 11:00~23:00, (일) 11:00~23:00"
3943,3943,신도칼국수,"충청남도 천안시 동남구 목천읍 목천안터2길 30, 1층",36.777235445758905,127.2113081999421,,,,,,,,,,,,,,,,,,,
3944,3944,양구시래기코다리천안유량점,"충청남도 천안시 동남구 유량로 194, 1층 (유량동)",36.81184498235056,127.17993214751574,,,,,,,,,,,,,,,,,,,
3945,3945,택이네초장집,"충청남도 천안시 동남구 문암로 69, 1층 (안서동)",36.8411607229731,127.18078185835002,음식점,http://place.map.kakao.com/1923186077,,,,,,,,,,,,,,,,,
3946,3946,금커피별빙수천안신부점,"충청남도 천안시 동남구 터미널9길 34, 1층 (신부동)",36.82282070153511,127.15615946193138,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/635440819,,,https://maps.google.com/?cid=3659966287565882997,,010-2194-1888,카페,테마카페,디저트카페,,,,,,,,,
3947,3947,빌리브인러브,"충청남도 천안시 동남구 중앙로 243, 채움빌 1층 (신부동)",36.82003003294307,127.15150779251346,음식점 > 카페,http://place.map.kakao.com/1093334670,,,,,0502-5552-1180,카페,,,,,,,,,,,
3948,3948,중해마루힐건설현장식당,,36.881385528499386,127.15075839066184,음식점 > 한식,http://place.map.kakao.com/1013448202,,,,,,한식,,,,,,,,,,,
3949,3949,정담한식부폐,"충청남도 천안시 서북구 백석공단5길 6, 백석스타비즈지식산업센터 R117, R118, R119, R120호 (백석동)",36.82810969522818,127.10852837025188,,,,,,,,,,,,,,,,,,,
3950,3950,진성정육식당,"충청남도 천안시 동남구 용곡6길 26-7, 2동 1층 (용곡동)",36.7878211260798,127.14177402802318,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/1256440049,,,,,,한식,"육류,고기",,,,,,,,,,
3951,3951,28번가,"충청남도 천안시 동남구 풍세로 947, 1층 (다가동)",36.79251773920686,127.14997172777224,,,,,,,,,,,,,,,,,,,
3952,3952,마라탕앤드잡곡젠빙,"충청남도 천안시 서북구 성환읍 성진로 57, 1층",36.911996448329845,127.1419580363077,,,,,,,,,,,,,,,,,,,
3953,3953,25센치꼬치앤오뎅바천안두정점,"충청남도 천안시 서북구 원두정6길 13, 두정동근생및주택 1동 1층 (두정동)",36.83170585705606,127.13487869539932,음식점 > 술집 > 오뎅바,http://place.map.kakao.com/1300774713,,,,,,술집,오뎅바,,,,,,,,,,
3954,3954,도시맥주 천안성환점,"충청남도 천안시 서북구 성환읍 성환중앙로 26, 1층",36.91620378766623,127.1297636015228,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/1983045315,,,,,010-9696-3206,술집,"호프,요리주점",,,,,,,,,,
3955,3955,명인칼국수롯데마트천안성정점,"충청남도 천안시 서북구 성정두정로 1, 롯데마트 성정점 2층 (성정동)",36.826247192357954,127.13999986699724,,,,,,,,,,,,,,,,,,,
3956,3956,미드나잇,"충청남도 천안시 서북구 불당24로 51, 1층 101호 (불당동)",36.822283148541345,127.10773188288778,"음식점 > 한식 > 육류,고기 > 곱창,막창",http://place.map.kakao.com/770111079,,,https://maps.google.com/?cid=14650436035751407454,,,한식,"육류,고기","곱창,막창",,,,,,,,,
3957,3957,인생막회,"충청남도 천안시 서북구 직산읍 삼은5길 5, 1층",36.8789272233399,127.15131234840638,,,,,,,,,,,,,,,,,,,
3958,3958,굿모닝식당,"충청남도 천안시 동남구 신원3길 37, 지하1층 (신부동)",36.81520337804013,127.16407391726112,,,,,,,,,,,,,,,,,,,
3959,3959,원골,"충청남도 천안시 동남구 충절로 205, 1층 (원성동)",36.8004438141285,127.15940128041686,음식점 > 한식,http://place.map.kakao.com/915516513,,,,,,한식,,,,,,,,,,,
3960,3960,이레푸드,"충청남도 천안시 서북구 성환읍 성환22길 17, 1층",36.93132424380849,127.13356094067272,,,,,https://maps.google.com/?cid=4204604523946196876,,041-410-3100,,,,,,,,,,,,
3961,3961,카페오끼,"충청남도 천안시 서북구 불당25로 176, 6층 607호 (불당동)",36.81621901157152,127.10911615504116,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/722869801,,,,,,카페,테마카페,디저트카페,,,,,,,,,
3962,3962,가빈다방,"충청남도 천안시 서북구 성환읍 성환9길 11-5, 1층",36.91646076903161,127.1289991789918,,,,,,,,,,,,,,,,,,,
3963,3963,네네치킨봉구스밥버거(신당점),"충청남도 천안시 서북구 공대길 10, 1층 (신당동)",36.84989284515923,127.15448349609098,,,,,,,,,,,,,,,,,,,
3964,3964,뚱's솥뚜껑삼겹살,"충청남도 천안시 서북구 성정로 82, 후생빌딩 1층 (성정동)",36.81354863475051,127.13917012410944,,,3.8,"Monday: Open 24 hours, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: Open 24 hours, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: Open 24 hours",https://maps.google.com/?cid=15747619353743001216,,041-571-6393,,,,,(월) Open 24 hours,(화) 12:00~00:00,(수) 12:00~00:00,(목) Open 24 hours,(금) 12:00~00:00,(토) 12:00~00:00,(일) Open 24 hours,"(월) Open 24 hours, (화) 12:00~00:00, (수) 12:00~00:00, (목) Open 24 hours, (금) 12:00~00:00, (토) 12:00~00:00, (일) Open 24 hours"
3965,3965,숙성그리들,"충청남도 천안시 서북구 쌍용13길 18-2, 1층 (쌍용동)",36.80035359280339,127.11916867508486,,,,,,,,,,,,,,,,,,,
3966,3966,브런치빈천안점,"충청남도 천안시 서북구 불당25로 174, 1층 109호,110호,111호 (불당동)",36.81635578038333,127.1084186475629,음식점 > 카페 > 브런치빈,http://place.map.kakao.com/1459065910,,,,,041-900-9191,카페,브런치빈,,,,,,,,,,
3967,3967,저스트슬립호텔천안역점(스위트),"충청남도 천안시 동남구 미나릿길 18-6, 지하 1층 (영성동)",36.80051018346347,127.15251109999976,,,,,,,,,,,,,,,,,,,
3968,3968,피오름피자,"충청남도 천안시 동남구 신부11길 12, 1층 (신부동)",36.81775995925885,127.160130929897,,,,,,,,,,,,,,,,,,,
3969,3969,극락갈비찜천안점,"충청남도 천안시 서북구 성정공원5로 63, 리치프라자2 2층 203일부호 (성정동)",36.827877104759935,127.14456383977164,음식점,http://place.map.kakao.com/856690647,,,,,,,,,,,,,,,,,
3970,3970,정가냉삼,"충청남도 천안시 서북구 1공단1길 51-1, 1층층 (두정동)",36.832406450875155,127.14703770551156,"음식점 > 한식 > 육류,고기 > 삼겹살",http://place.map.kakao.com/724802659,,,,,041-909-0131,한식,"육류,고기",삼겹살,,,,,,,,,
3971,3971,오미영피자,"충청남도 천안시 서북구 성성6로 7-18, 1층 (성성동)",36.84080022517981,127.12093604790286,음식점 > 양식 > 피자,http://place.map.kakao.com/739952845,3.0,,https://maps.google.com/?cid=18421355975010171732,,,양식,피자,,,,,,,,,,
3972,3972,케이씨푸드블랙,"충청남도 천안시 서북구 음봉로 909-5, 4동 지1층 (백석동)",36.82419133453552,127.10687877299846,음식점,http://place.map.kakao.com/1099031224,,,,,,,,,,,,,,,,,
3973,3973,리무소,"충청남도 천안시 서북구 불당30길 7-5, 1층 (불당동)",36.81042070658628,127.10360140832114,음식점 > 카페,http://place.map.kakao.com/2076831554,,,,,010-2308-0787,카페,,,,,,,,,,,
3974,3974,또술,"충청남도 천안시 서북구 두정로 230, 코리타운 1층 111호 (두정동)",36.83319217839084,127.14251411891796,,,,,,,,,,,,,,,,,,,
3975,3975,달봉아 얼큰한뼈해장국,"충청남도 천안시 서북구 성정공원7길 9, 1층 101호 일부호 (성정동)",36.82946514932157,127.14217099232891,,,,,https://maps.google.com/?cid=1948205665924777531,,,,,,,,,,,,,,
3976,3976,우주헌,"충청남도 천안시 동남구 용곡4길 43, 2층 (용곡동)",36.79553312951638,127.14455961322416,,,,,,,,,,,,,,,,,,,
3977,3977,연가천안성정두정점,"충청남도 천안시 서북구 성정공원5로 10-13, 세화프라자 1동 1층 113호 (성정동)",36.826937673571045,127.13861538377532,,,,,,,,,,,,,,,,,,,
3978,3978,어진식당,"충청남도 천안시 서북구 성성8로 2-27, 1층 102호 (성성동)",36.83990590717658,127.13050458995474,,,5.0,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: Closed, Sunday: 10:00 AM – 10:00 PM",https://maps.google.com/?cid=744333355411571127,,041-554-3023,,,,,(월) 10:00~22:00,(화) 10:00~22:00,(수) 10:00~22:00,(목) 10:00~22:00,(금) 10:00~22:00,(토) 휴무,(일) 10:00~22:00,"(월) 10:00~22:00, (화) 10:00~22:00, (수) 10:00~22:00, (목) 10:00~22:00, (금) 10:00~22:00, (토) 휴무, (일) 10:00~22:00"
3979,3979,피자마루,"충청남도 천안시 서북구 백석3로 130-5, 1층 104호 (백석동)",36.82181498771235,127.12527612589987,,,,,,,,,,,,,,,,,,,
3980,3980,교반백석대점,"충청남도 천안시 동남구 문암로 72, 2층 (안서동)",36.84111733987362,127.1812035334904,,,,,,,,,,,,,,,,,,,
3981,3981,중식당푸,"충청남도 천안시 서북구 쌍용1길 18, 1층 (쌍용동)",36.80134259463878,127.1199041495535,음식점 > 중식 > 중국요리,http://place.map.kakao.com/792841713,,,,,041-900-7798,중식,중국요리,,,,,,,,,,
3982,3982,정드림흑염소천안백석점,"충청남도 천안시 서북구 한들2로 64, 1층 (백석동)",36.828454449860345,127.11996482580102,음식점 > 한식,http://place.map.kakao.com/771520110,,,,,,한식,,,,,,,,,,,
3983,3983,면식당,"충청남도 천안시 서북구 나사렛대길 14-7, 1층 (쌍용동)",36.79825742628919,127.11907746189442,,,,,,,,,,,,,,,,,,,
3984,3984,황홀한막창엔뒷고기,"충청남도 천안시 동남구 통정10로 29, 1층 (신방동)",36.77364131341814,127.13105569572303,"음식점 > 한식 > 육류,고기 > 곱창,막창",http://place.map.kakao.com/940572240,,,,,041-578-7771,한식,"육류,고기","곱창,막창",,,,,,,,,
3985,3985,소담채,"충청남도 천안시 동남구 향교1길 32, 2층 (원성동)",36.81478035143784,127.16768690223896,음식점 > 한식,http://place.map.kakao.com/361082592,,,,,010-7605-1807,한식,,,,,,,,,,,
3986,3986,개울목,"충청남도 천안시 동남구 북면 위례성로 1288, 1층",36.86990074254124,127.26828212236734,"음식점 > 한식 > 육류,고기 > 닭요리",http://place.map.kakao.com/1595661512,3.5,,https://maps.google.com/?cid=3002518957304799526,,041-567-3385,한식,"육류,고기",닭요리,,,,,,,,,
3987,3987,아싸간재미회무침,"충청남도 천안시 서북구 서부4길 18, 1층 (성정동)",36.81996273854749,127.14113937641508,"음식점 > 한식 > 해물,생선 > 회",http://place.map.kakao.com/2091761505,,,,,041-575-9722,한식,"해물,생선",회,,,,,,,,,
3988,3988,병천순대빵,"충청남도 천안시 동남구 병천면 아우내순대길 45, 1~2층",36.76165637384182,127.29900631224751,음식점 > 간식,http://place.map.kakao.com/1004500680,5.0,,https://maps.google.com/?cid=3349468979382480052,,,간식,,,,,,,,,,,
3989,3989,맛집잔치국수,"충청남도 천안시 동남구 대흥로 221, 1층 (대흥동)",36.80782767829361,127.1473597128293,음식점 > 한식 > 국수,http://place.map.kakao.com/974492138,,,,,,한식,국수,,,,,,,,,,
3990,3990,고뚱보우육면,"충청남도 천안시 서북구 봉명로 25, 1층 (쌍용동)",36.80771520298924,127.1312956098908,음식점 > 중식,http://place.map.kakao.com/775816966,,,,,041-417-6888,중식,,,,,,,,,,,
3991,3991,쌍용화짬뽕,"충청남도 천안시 서북구 쌍용19로 21, 1층 (쌍용동)",36.794228353083504,127.12126674102127,,,,,,,,,,,,,,,,,,,
3992,3992,집밥뷔페,"충청남도 천안시 동남구 병천면 가전7길 3, 1동 1층",36.7680730625266,127.28373577568364,,,3.7,,https://maps.google.com/?cid=10255158990862798252,,041-577-9678,,,,,,,,,,,,
3993,3993,일미정갈비,"충청남도 천안시 서북구 직산읍 천안밸리로 86, 1동 1층",36.8832996234908,127.15422448040177,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/1530958707,4.2,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=4231836233143825172,,041-415-1030,한식,"육류,고기",갈비,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
3994,3994,갱스터피자 천안점,"충청남도 천안시 서북구 쌍용대로 308-1, 호형빌딩 1층 (성정동)",36.82463951255085,127.13737436539282,음식점 > 양식 > 피자,http://place.map.kakao.com/1420783727,,,,,,양식,피자,,,,,,,,,,
3995,3995,바공사일,"충청남도 천안시 서북구 검은들1길 12, 1층 109호 110호 (불당동)",36.81080186248094,127.11006468891838,,,,,,,,,,,,,,,,,,,
3996,3996,담은곰탕,"충청남도 천안시 서북구 두정로 236, 스타펠리스 110호 (두정동)",36.83308205909158,127.14303857165974,음식점 > 한식 > 곰탕,http://place.map.kakao.com/1124063590,,,,,0503-7152-0978,한식,곰탕,,,,,,,,,,
3997,3997,주식회사지씨에스 성성자이레이크파크건설현장식당,,,,,,,,,,,,,,,,,,,,,,
3998,3998,이자카야우규신부동점,"충청남도 천안시 동남구 먹거리10길 32, 1층 (신부동)",36.81778791483423,127.15718096505026,음식점 > 술집 > 일본식주점,http://place.map.kakao.com/1074725033,,,,,010-2247-9477,술집,일본식주점,,,,,,,,,,
3999,3999,달봉아얼큰한해장국신방점,"충청남도 천안시 동남구 통정4로 49, 1층 (신방동)",36.7749839591997,127.13471629143156,음식점 > 한식 > 해장국,http://place.map.kakao.com/790607528,,,https://maps.google.com/?cid=1948205665924777531,,041-572-3336,한식,해장국,,,,,,,,,,
4000,4000,수라상(한식뷔페건설현장식당),"충청남도 천안시 서북구 한들1로 80, 1동 1층 (백석동)",36.82954042959885,127.11749662955138,,,,,,,,,,,,,,,,,,,
4001,4001,또래오래천안백석점,"충청남도 천안시 서북구 한들1로 157, 천안마치에비뉴Ⅳ 1층 154호 (백석동)",36.83667242377069,127.11977343789104,,,,,,,,,,,,,,,,,,,
4002,4002,두정동술집고고락,"충청남도 천안시 서북구 원두정8길 15, 1층 (두정동)",36.83266604741184,127.13504847443158,,,,,,,,,,,,,,,,,,,
4003,4003,할머니네잔치국수,"충청남도 천안시 서북구 성정중7길 24, 건형빌딩 1층 (성정동)",36.82844605896836,127.13571613334406,,,,,,,,,,,,,,,,,,,
4004,4004,큰엄마한식부페,"충청남도 천안시 서북구 봉정로 273, 엠엔에이빌딩 3층 302호 (성정동)",36.82637812723578,127.14443670934162,,,4.5,"Monday: 11:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=4559729066697889875,,041-584-6181,,,,,(월) 11:00~21:00,(화) 10:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 10:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
4005,4005,티드Tid,"충청남도 천안시 동남구 먹거리1길 1, 2층 (신부동)",36.8171272123731,127.1536288011324,,,,,,,,,,,,,,,,,,,
4006,4006,짬뽕사령관,"충청남도 천안시 동남구 풍세면 풍세산단로 267, 1층 101호",36.72513623969697,127.10450476793226,음식점 > 중식,http://place.map.kakao.com/1664795809,,,,,0502-5552-6984,중식,,,,,,,,,,,
4007,4007,노걸대천안풍세점,"충청남도 천안시 동남구 풍세면 풍세산단로 303, 1층",36.72698338747917,127.10554116264268,음식점 > 한식 > 감자탕,http://place.map.kakao.com/1126822850,,,,,041-575-2004,한식,감자탕,,,,,,,,,,
4008,4008,블루,"충청남도 천안시 서북구 미라3길 19, 왕뚜껑 1층 (쌍용동)",36.801423718278066,127.13074585590348,,,,,,,,,,,,,,,,,,,
4009,4009,반딧불이키즈,"충청남도 천안시 동남구 만남의길 20-1, 1층 (신부동)",36.823068731960944,127.16564843064512,여행 > 숙박 > 펜션,http://place.map.kakao.com/1410334835,4.6,,https://maps.google.com/?cid=5318674269181542314,,010-3168-2100,숙박,펜션,,,,,,,,,,
4010,4010,로바타시중,"충청남도 천안시 동남구 큰시장길 22, 1층 (사직동)",36.80177738356822,127.14915848895782,,,,"Monday: Closed, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=15899395039329659762,,010-9766-6944,,,,,(월) 휴무,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 휴무, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
4011,4011,천년풍천장어,"충청남도 천안시 동남구 광풍로 1725, D동 1층 (구룡동)",36.771823335871694,127.14244103396136,"음식점 > 한식 > 해물,생선 > 장어",http://place.map.kakao.com/1963158911,,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=13369658434683056870,,0503-7152-6403,한식,"해물,생선",장어,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
4012,4012,선사,"충청남도 천안시 동남구 먹거리9길 30, 1층 (신부동)",36.81745620878179,127.1571271035462,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/2037923094,,,,,,술집,"호프,요리주점",,,,,,,,,,
4013,4013,고담,"충청남도 천안시 동남구 터미널3길 14, 1층 (신부동)",36.820511134722835,127.15885571825964,,,,,,,,,,,,,,,,,,,
4014,4014,한앤둘치킨천안백석점,"충청남도 천안시 서북구 한들1로 157, 1층 101호 (백석동)",36.83667242377069,127.11977343789104,,,,,,,,,,,,,,,,,,,
4015,4015,유량고봉석갈비흑염소,"충청남도 천안시 동남구 태조산길 52-6, 1-2층 (유량동)",36.81060500908723,127.17104731208624,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/1548477208,,,,,,한식,"육류,고기",갈비,,,,,,,,,
4016,4016,주성식당,"충청남도 천안시 서북구 입장면 위례성로 1909-3, 근린생활시설동 2층 202,203호 (레이크빌아파트)",36.90976252188583,127.25001285786142,음식점 > 한식,http://place.map.kakao.com/1721330053,,,,,,한식,,,,,,,,,,,
4017,4017,삼천통닭삼천점,"충청남도 천안시 서북구 서부14길 31, 1층 (성정동)",36.82167415042455,127.1398303968326,음식점 > 치킨,http://place.map.kakao.com/1563201151,,,,,,치킨,,,,,,,,,,,
4018,4018,구례식당,"충청남도 천안시 서북구 봉정로 137, 1층 (성정동)",36.81446311198841,127.14155837014292,,,,,https://maps.google.com/?cid=16721681404211862056,,041-577-4773,,,,,,,,,,,,
